location,lat,lon,mention_count,entertainment_score_mean,entertainment_score_present_share,entertainment_score_strong_share,entertainment_score_sum,bad_news_score_mean,bad_news_score_present_share,bad_news_score_strong_share,bad_news_score_sum,magnitude_score_mean,magnitude_score_present_share,magnitude_score_strong_share,magnitude_score_sum,good_news_score_mean,good_news_score_present_share,good_news_score_strong_share,good_news_score_sum,celebrity_score_mean,celebrity_score_present_share,celebrity_score_strong_share,celebrity_score_sum,power_elite_score_mean,power_elite_score_present_share,power_elite_score_strong_share,power_elite_score_sum,dominant_news_values,dominant_map_category
Hoofddorp,52.305554,4.6926644,89,3.3707865168539324,0.033707865168539325,0.033707865168539325,300,56.17977528089887,0.5617977528089888,0.5617977528089888,5000,30.337078651685392,0.5842696629213483,0.02247191011235955,2700,2.247191011235955,0.02247191011235955,0.02247191011235955,200,0.0,0.0,0.0,0,26.96629213483146,0.5168539325842697,0.02247191011235955,2400,bad_news,bad_news
Hoog-Keppel,52.0052598,6.1990651,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,83.33333333333333,1.0,0.6666666666666666,250,66.66666666666667,0.6666666666666666,0.6666666666666666,200,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,magnitude,magnitude
Hoogeloon,51.3970303,5.2683632,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Hoogerheide,51.424339,4.323838,17,29.41176470588235,0.29411764705882354,0.29411764705882354,500,11.764705882352942,0.11764705882352941,0.11764705882352941,200,17.647058823529413,0.29411764705882354,0.058823529411764705,300,29.41176470588235,0.29411764705882354,0.29411764705882354,500,0.0,0.0,0.0,0,14.705882352941176,0.23529411764705882,0.058823529411764705,250,entertainment,entertainment
Hoogeveen,52.7202393,6.4759313,33,18.181818181818183,0.18181818181818182,0.18181818181818182,600,30.303030303030305,0.30303030303030304,0.30303030303030304,1000,19.696969696969695,0.36363636363636365,0.030303030303030304,650,6.0606060606060606,0.06060606060606061,0.06060606060606061,200,15.151515151515152,0.15151515151515152,0.15151515151515152,500,15.151515151515152,0.2727272727272727,0.030303030303030304,500,bad_news,bad_news
Hoogezand,53.1638192,6.7556852,6,0.0,0.0,0.0,0,50.0,0.5,0.5,300,25.0,0.5,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,150,bad_news,bad_news
Hoogland,52.1872469,5.3762224,12,41.666666666666664,0.4166666666666667,0.4166666666666667,500,25.0,0.25,0.25,300,25.0,0.4166666666666667,0.08333333333333333,300,41.666666666666664,0.4166666666666667,0.4166666666666667,500,0.0,0.0,0.0,0,41.666666666666664,0.5,0.3333333333333333,500,power_elite,power_elite
Hoogvliet,51.8652855,4.3641111,17,0.0,0.0,0.0,0,41.1764705882353,0.4117647058823529,0.4117647058823529,700,20.58823529411765,0.4117647058823529,0.0,350,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14.705882352941176,0.29411764705882354,0.0,250,bad_news,bad_news
Hoorn,53.3967004,5.3416593,23,0.0,0.0,0.0,0,52.17391304347826,0.5217391304347826,0.5217391304347826,1200,32.608695652173914,0.5652173913043478,0.08695652173913043,750,8.695652173913043,0.08695652173913043,0.08695652173913043,200,0.0,0.0,0.0,0,23.91304347826087,0.4782608695652174,0.0,550,bad_news,bad_news
Horssen,51.8548343,5.6098077,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Horst,51.4525002,6.0539238,6,0.0,0.0,0.0,0,83.33333333333333,0.8333333333333334,0.8333333333333334,500,41.666666666666664,0.8333333333333334,0.0,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,33.333333333333336,0.6666666666666666,0.0,200,bad_news,bad_news
Houten,52.0271433,5.1620637,24,8.333333333333334,0.08333333333333333,0.08333333333333333,200,45.833333333333336,0.4583333333333333,0.4583333333333333,1100,27.083333333333332,0.5,0.041666666666666664,650,12.5,0.125,0.125,300,4.166666666666667,0.041666666666666664,0.041666666666666664,100,22.916666666666668,0.4583333333333333,0.0,550,bad_news,bad_news
Huissen,51.9383502,5.9393769,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Huizen,52.2958122,5.2567209,6,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,200,33.333333333333336,0.5,0.16666666666666666,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,100,magnitude,magnitude
Hulst,51.2822909,4.0532016,16,25.0,0.25,0.25,400,31.25,0.3125,0.3125,500,25.0,0.4375,0.0625,400,18.75,0.1875,0.1875,300,0.0,0.0,0.0,0,21.875,0.375,0.0625,350,bad_news,bad_news
Hummelo,52.0053791,6.2350264,2,50.0,0.5,0.5,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
IJmuiden,52.4574139,4.6116211,54,3.7037037037037037,0.037037037037037035,0.037037037037037035,200,38.888888888888886,0.3888888888888889,0.3888888888888889,2100,31.48148148148148,0.5185185185185185,0.1111111111111111,1700,14.814814814814815,0.14814814814814814,0.14814814814814814,800,0.0,0.0,0.0,0,19.444444444444443,0.3888888888888889,0.0,1050,bad_news,bad_news
IJsselstein,52.0246381,5.0458792,12,8.333333333333334,0.08333333333333333,0.08333333333333333,100,50.0,0.5,0.5,600,33.333333333333336,0.5833333333333334,0.08333333333333333,400,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.833333333333332,0.4166666666666667,0.0,250,bad_news,bad_news
Idsegahuizum,53.0425366,5.4190261,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Ittervoort,51.1703398,5.8228256,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Jelsum,53.2340503,5.7830626,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Jirnsum,53.0778724,5.7927534,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Joure,52.9644286,5.8026709,20,0.0,0.0,0.0,0,75.0,0.75,0.75,1500,37.5,0.75,0.0,750,0.0,0.0,0.0,0,0.0,0.0,0.0,0,37.5,0.75,0.0,750,bad_news,bad_news
Kaag,52.2132601,4.5583307,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Kaatsheuvel,51.6598038,5.0319484,8,12.5,0.125,0.125,100,25.0,0.25,0.25,200,18.75,0.375,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.25,0.125,0.0,50,bad_news,bad_news
Kampen,52.5559484,5.9033303,33,3.0303030303030303,0.030303030303030304,0.030303030303030304,100,21.21212121212121,0.21212121212121213,0.21212121212121213,700,19.696969696969695,0.30303030303030304,0.09090909090909091,650,3.0303030303030303,0.030303030303030304,0.030303030303030304,100,0.0,0.0,0.0,0,10.606060606060606,0.18181818181818182,0.030303030303030304,350,bad_news,bad_news
Kantens,53.3660305,6.6357219,4,0.0,0.0,0.0,0,75.0,0.75,0.75,300,100.0,1.0,1.0,400,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Kapelle,51.4879711,3.96063,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Katwijk,52.2005078,4.4146372,60,10.0,0.1,0.1,600,26.666666666666668,0.26666666666666666,0.26666666666666666,1600,22.5,0.35,0.1,1350,5.0,0.05,0.05,300,3.3333333333333335,0.03333333333333333,0.03333333333333333,200,15.833333333333334,0.25,0.06666666666666667,950,bad_news,bad_news
Katwoude,52.4678939,5.044006,3,0.0,0.0,0.0,0,100.0,1.0,1.0,300,50.0,1.0,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,150,bad_news,bad_news
Keijenborg,52.0306125,6.2968665,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Keldonk,51.5879378,5.585635,3,0.0,0.0,0.0,0,100.0,1.0,1.0,300,50.0,1.0,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,150,bad_news,bad_news
Kerkdriel,51.7712409,5.33749,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Kerkrade,50.8654924,6.0632022,20,20.0,0.2,0.2,400,10.0,0.1,0.1,200,15.0,0.2,0.1,300,7.5,0.1,0.05,150,5.0,0.05,0.05,100,10.0,0.15,0.05,200,entertainment,entertainment
Kessel,51.2912483,6.05734,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Kesteren,51.9363785,5.5740706,3,33.333333333333336,0.3333333333333333,0.3333333333333333,100,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,16.666666666666668,0.3333333333333333,0.0,50,entertainment,entertainment
Kinderdijk,51.8886955,4.6356972,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Klaaswaal,51.7683666,4.4444538,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Klarenbeek,52.1662233,6.0612117,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,100,bad_news,bad_news
Kloetinge,51.4984694,3.9130606,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Kloosterzande,51.3675144,4.0104928,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,100,bad_news,bad_news
Klundert,51.6627188,4.5346644,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Knegsel,51.3995457,5.3472854,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Kollum,53.279805,6.148734,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Kootwijkerbroek,52.1513512,5.6631504,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Koudekerke,51.4821967,3.5542879,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Kranenburg,52.1016339,6.3572792,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Kruiningen,51.4488064,4.0340991,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Kruisland,51.5688408,4.4068222,2,50.0,0.5,0.5,100,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,entertainment,entertainment
Kudelstaart,52.2342834,4.7497339,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Kwadendamme,51.4325784,3.8776854,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Kwadijk,52.5272369,4.9844677,2,100.0,1.0,1.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,200,0.0,0.0,0.0,0,entertainment,entertainment
Lage Zwaluwe,51.708939,4.7043226,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,33.333333333333336,0.6666666666666666,0.0,100,bad_news,bad_news
Landgraaf,50.9080845,6.0264604,25,48.0,0.48,0.48,1200,16.0,0.16,0.16,400,24.0,0.44,0.04,600,20.0,0.2,0.2,500,22.0,0.24,0.2,550,16.0,0.32,0.0,400,entertainment,entertainment
Landsmeer,52.4296098,4.9136088,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Langbroek,52.011277,5.3259578,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,75.0,1.0,0.5,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,magnitude,magnitude
Langelo,53.0918625,6.4464547,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Langerak,51.9374243,4.8913085,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Langeveen,52.4698445,6.712333,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Langeweg,51.6489096,4.6644889,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Laren,52.2565894,5.2251925,21,9.523809523809524,0.09523809523809523,0.09523809523809523,200,23.80952380952381,0.23809523809523808,0.23809523809523808,500,21.428571428571427,0.2857142857142857,0.14285714285714285,450,4.761904761904762,0.047619047619047616,0.047619047619047616,100,9.523809523809524,0.09523809523809523,0.09523809523809523,200,4.761904761904762,0.09523809523809523,0.0,100,bad_news,bad_news
Lattrop,52.4268336,6.976317,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Lauwersoog,53.4036333,6.2142384,7,42.857142857142854,0.42857142857142855,0.42857142857142855,300,14.285714285714286,0.14285714285714285,0.14285714285714285,100,7.142857142857143,0.14285714285714285,0.0,50,42.857142857142854,0.42857142857142855,0.42857142857142855,300,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,50,entertainment,entertainment
Leek,53.1632327,6.377119,4,50.0,0.5,0.5,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Leende,51.3484037,5.5518897,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Leerdam,51.8937356,5.0924352,130,40.0,0.4,0.4,5200,9.23076923076923,0.09230769230769231,0.09230769230769231,1200,13.461538461538462,0.23076923076923078,0.038461538461538464,1750,29.23076923076923,0.3,0.2846153846153846,3800,9.23076923076923,0.12307692307692308,0.06153846153846154,1200,10.76923076923077,0.19230769230769232,0.023076923076923078,1400,entertainment,entertainment
Leeuwarden,53.2005936,5.7918548,177,5.649717514124294,0.05649717514124294,0.05649717514124294,1000,32.20338983050848,0.3220338983050847,0.3220338983050847,5700,23.163841807909606,0.3898305084745763,0.07344632768361582,4100,15.536723163841808,0.15819209039548024,0.15254237288135594,2750,2.542372881355932,0.03389830508474576,0.01694915254237288,450,12.429378531073446,0.23163841807909605,0.01694915254237288,2200,bad_news,bad_news
Leiden,52.1594747,4.4908843,186,7.526881720430108,0.07526881720430108,0.07526881720430108,1400,32.795698924731184,0.3279569892473118,0.3279569892473118,6100,23.655913978494624,0.40860215053763443,0.06451612903225806,4400,8.064516129032258,0.08064516129032258,0.08064516129032258,1500,1.075268817204301,0.016129032258064516,0.005376344086021506,200,16.129032258064516,0.2903225806451613,0.03225806451612903,3000,bad_news,bad_news
Leiderdorp,52.1617952,4.5340923,16,0.0,0.0,0.0,0,31.25,0.3125,0.3125,500,15.625,0.3125,0.0,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.5,0.25,0.0,200,bad_news,bad_news
Leidschendam,52.0861654,4.3946774,23,13.043478260869565,0.13043478260869565,0.13043478260869565,300,47.82608695652174,0.4782608695652174,0.4782608695652174,1100,23.91304347826087,0.4782608695652174,0.0,550,0.0,0.0,0.0,0,0.0,0.0,0.0,0,19.565217391304348,0.391304347826087,0.0,450,bad_news,bad_news
Lekkerkerk,51.8969648,4.6832671,6,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,200,33.333333333333336,0.5,0.16666666666666666,200,16.666666666666668,0.16666666666666666,0.16666666666666666,100,0.0,0.0,0.0,0,33.333333333333336,0.5,0.16666666666666666,200,magnitude,magnitude
Lekkum,53.2252413,5.8194535,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Lelystad,52.5150949,5.4768915,72,0.0,0.0,0.0,0,26.38888888888889,0.2638888888888889,0.2638888888888889,1900,23.61111111111111,0.3611111111111111,0.1111111111111111,1700,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.722222222222221,0.19444444444444445,0.0,700,bad_news,bad_news
Lemelerveld,52.4442642,6.3396317,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Lemmer,52.8444859,5.7099136,5,0.0,0.0,0.0,0,60.0,0.6,0.6,300,30.0,0.6,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,0.2,0.2,100,bad_news,bad_news
Lent,51.8644627,5.8670372,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,33.333333333333336,0.6666666666666666,0.0,100,bad_news,bad_news
Leusden,52.130355,5.4286989,12,33.333333333333336,0.3333333333333333,0.3333333333333333,400,50.0,0.5,0.5,600,25.0,0.5,0.0,300,50.0,0.5,0.5,600,20.833333333333332,0.25,0.16666666666666666,250,41.666666666666664,0.6666666666666666,0.16666666666666666,500,bad_news,bad_news
Lexmond,51.9631624,5.0364321,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Lichtenvoorde,51.9890577,6.5716944,15,6.666666666666667,0.06666666666666667,0.06666666666666667,100,46.666666666666664,0.4666666666666667,0.4666666666666667,700,40.0,0.6666666666666666,0.13333333333333333,600,26.666666666666668,0.26666666666666666,0.26666666666666666,400,0.0,0.0,0.0,0,20.0,0.4,0.0,300,bad_news,bad_news
Liempde,51.5705349,5.3713218,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Lienden,51.9457517,5.5152908,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.8461538461538463,0.038461538461538464,0.038461538461538464,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.8461538461538463,0.038461538461538464,0.038461538461538464,100,magnitude,magnitude
Lierop,51.4193964,5.6813387,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Liessel,51.4143998,5.8211941,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Limbricht,51.0120795,5.8384433,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Limmen,52.5718803,4.6937182,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,75.0,0.75,0.75,300,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Lisse,52.2576098,4.5630329,11,9.090909090909092,0.09090909090909091,0.09090909090909091,100,18.181818181818183,0.18181818181818182,0.18181818181818182,200,13.636363636363637,0.2727272727272727,0.0,150,36.36363636363637,0.36363636363636365,0.36363636363636365,400,0.0,0.0,0.0,0,9.090909090909092,0.18181818181818182,0.0,100,good_news,good_news
Lobith,51.8615431,6.1176754,4,0.0,0.0,0.0,0,25.0,0.25,0.25,100,12.5,0.25,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.5,0.25,0.0,50,bad_news,bad_news
Lochem,52.158471,6.4144888,14,35.714285714285715,0.35714285714285715,0.35714285714285715,500,21.428571428571427,0.21428571428571427,0.21428571428571427,300,10.714285714285714,0.21428571428571427,0.0,150,14.285714285714286,0.14285714285714285,0.14285714285714285,200,7.142857142857143,0.14285714285714285,0.0,100,17.857142857142858,0.35714285714285715,0.0,250,entertainment,entertainment
Loenen,52.1174796,6.018526,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Loon,53.0143458,6.6129259,10,20.0,0.2,0.2,200,0.0,0.0,0.0,0,10.0,0.1,0.1,100,20.0,0.2,0.2,200,20.0,0.2,0.2,200,0.0,0.0,0.0,0,entertainment,entertainment
Loosbroek,51.6797186,5.509359,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Lopik,51.9730385,4.9481074,7,71.42857142857143,0.7142857142857143,0.7142857142857143,500,14.285714285714286,0.14285714285714285,0.14285714285714285,100,7.142857142857143,0.14285714285714285,0.0,50,14.285714285714286,0.14285714285714285,0.14285714285714285,100,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,50,entertainment,entertainment
Loppersum,53.3320144,6.7469502,4,0.0,0.0,0.0,0,75.0,0.75,0.75,300,100.0,1.0,1.0,400,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Losser,52.2620369,7.0046452,8,12.5,0.125,0.125,100,25.0,0.25,0.25,200,12.5,0.25,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.25,0.125,0.0,50,bad_news,bad_news
Lottum,51.4610426,6.1617184,2,50.0,0.5,0.5,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Lunteren,52.0864617,5.6190737,6,0.0,0.0,0.0,0,83.33333333333333,0.8333333333333334,0.8333333333333334,500,33.333333333333336,0.6666666666666666,0.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.333333333333334,0.16666666666666666,0.0,50,bad_news,bad_news
Luttelgeest,52.7437636,5.8517956,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Luttenberg,52.4063996,6.3654828,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Luyksgestel,51.288718,5.3212714,11,63.63636363636363,0.6363636363636364,0.6363636363636364,700,9.090909090909092,0.09090909090909091,0.09090909090909091,100,22.727272727272727,0.36363636363636365,0.09090909090909091,250,54.54545454545455,0.5454545454545454,0.5454545454545454,600,4.545454545454546,0.09090909090909091,0.0,50,9.090909090909092,0.18181818181818182,0.0,100,entertainment,entertainment
Maarheeze,51.3121159,5.6158604,9,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,600,33.333333333333336,0.6666666666666666,0.0,300,0.0,0.0,0.0,0,0.0,0.0,0.0,0,33.333333333333336,0.6666666666666666,0.0,300,bad_news,bad_news
Maarsbergen,52.057368,5.4034953,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Maarssen,52.1384846,5.040082,27,7.407407407407407,0.07407407407407407,0.07407407407407407,200,29.62962962962963,0.2962962962962963,0.2962962962962963,800,22.22222222222222,0.37037037037037035,0.07407407407407407,600,7.407407407407407,0.07407407407407407,0.07407407407407407,200,0.0,0.0,0.0,0,14.814814814814815,0.2962962962962963,0.0,400,bad_news,bad_news
